"(0, 1, 2, 3, 4, 6, 8, 12, 13)",0.9714285714285714,0.918918918918919,0.4482758620689655,"[0.8028169  0.77464789 0.87142857 0.81428571 0.82857143 0.87142857
 0.88571429 0.81428571 0.7826087  0.82608696]"
"(0, 1, 2, 3, 4, 6, 8, 12, 14)",0.9850746268656716,0.8918918918918919,0.43103448275862066,"[0.8028169  0.83098592 0.87142857 0.81428571 0.84285714 0.87142857
 0.85714286 0.87142857 0.79710145 0.84057971]"
"(0, 1, 2, 3, 4, 6, 8, 13, 14)",0.9857142857142858,0.9324324324324325,0.4827586206896552,"[0.78873239 0.81690141 0.85714286 0.84285714 0.8        0.85714286
 0.78571429 0.84285714 0.82608696 0.79710145]"
"(0, 1, 2, 3, 4, 6, 9, 10, 11)",0.9927007299270073,0.918918918918919,0.39655172413793105,"[0.81690141 0.8028169  0.82857143 0.84285714 0.81428571 0.84285714
 0.82857143 0.84285714 0.79710145 0.84057971]"
"(0, 1, 2, 3, 4, 6, 9, 10, 12)",0.9924242424242424,0.8851351351351351,0.4482758620689655,"[0.78873239 0.81690141 0.85714286 0.84285714 0.81428571 0.88571429
 0.85714286 0.8        0.7826087  0.8115942 ]"
"(0, 1, 2, 3, 4, 6, 9, 10, 13)",0.9927007299270073,0.918918918918919,0.46551724137931033,"[0.83098592 0.78873239 0.82857143 0.81428571 0.84285714 0.82857143
 0.87142857 0.82857143 0.7826087  0.79710145]"
"(0, 1, 2, 3, 4, 6, 9, 10, 14)",1.0,0.9054054054054054,0.43103448275862066,"[0.76056338 0.81690141 0.81428571 0.82857143 0.82857143 0.81428571
 0.84285714 0.87142857 0.75362319 0.79710145]"
"(0, 1, 2, 3, 4, 6, 9, 11, 12)",0.9925373134328358,0.8986486486486487,0.46551724137931033,"[0.81690141 0.81690141 0.82857143 0.82857143 0.82857143 0.84285714
 0.87142857 0.8        0.76811594 0.7826087 ]"
"(0, 1, 2, 3, 4, 6, 9, 11, 13)",0.9928571428571429,0.9391891891891891,0.39655172413793105,"[0.78873239 0.84507042 0.82857143 0.84285714 0.84285714 0.9
 0.85714286 0.82857143 0.7826087  0.73913043]"
"(0, 1, 2, 3, 4, 6, 9, 11, 14)",0.9848484848484849,0.8783783783783784,0.4827586206896552,"[0.77464789 0.81690141 0.85714286 0.81428571 0.85714286 0.81428571
 0.87142857 0.87142857 0.82608696 0.79710145]"
"(0, 1, 2, 3, 4, 6, 9, 12, 13)",0.9928571428571429,0.9391891891891891,0.46551724137931033,"[0.83098592 0.83098592 0.85714286 0.81428571 0.81428571 0.81428571
 0.85714286 0.82857143 0.79710145 0.8115942 ]"
"(0, 1, 2, 3, 4, 6, 9, 12, 14)",1.0,0.8851351351351351,0.46551724137931033,"[0.78873239 0.77464789 0.85714286 0.85714286 0.84285714 0.82857143
 0.85714286 0.87142857 0.76811594 0.8115942 ]"
"(0, 1, 2, 3, 4, 6, 9, 13, 14)",0.972027972027972,0.9391891891891891,0.4482758620689655,"[0.78873239 0.84507042 0.84285714 0.81428571 0.85714286 0.85714286
 0.81428571 0.81428571 0.7826087  0.84057971]"
"(0, 1, 2, 3, 4, 6, 10, 11, 12)",0.9922480620155039,0.8648648648648649,0.5,"[0.83098592 0.81690141 0.87142857 0.8        0.78571429 0.85714286
 0.87142857 0.82857143 0.79710145 0.84057971]"
"(0, 1, 2, 3, 4, 6, 10, 11, 13)",0.9854014598540146,0.9121621621621622,0.5,"[0.74647887 0.8028169  0.87142857 0.8        0.77142857 0.88571429
 0.84285714 0.84285714 0.7826087  0.8115942 ]"
"(0, 1, 2, 3, 4, 6, 10, 11, 14)",0.984,0.831081081081081,0.41379310344827586,"[0.8028169  0.81690141 0.82857143 0.8        0.82857143 0.84285714
 0.82857143 0.82857143 0.8115942  0.8115942 ]"
"(0, 1, 2, 3, 4, 6, 10, 12, 13)",0.9926470588235294,0.9121621621621622,0.4482758620689655,"[0.85915493 0.85915493 0.84285714 0.8        0.78571429 0.81428571
 0.85714286 0.81428571 0.79710145 0.82608696]"
"(0, 1, 2, 3, 4, 6, 10, 12, 14)",0.9924242424242424,0.8851351351351351,0.46551724137931033,"[0.81690141 0.8028169  0.88571429 0.84285714 0.78571429 0.84285714
 0.82857143 0.88571429 0.76811594 0.8115942 ]"
"(0, 1, 2, 3, 4, 6, 10, 13, 14)",0.965034965034965,0.9324324324324325,0.5,"[0.8028169  0.77464789 0.84285714 0.82857143 0.8        0.8
 0.85714286 0.82857143 0.7826087  0.7826087 ]"
"(0, 1, 2, 3, 4, 6, 11, 12, 13)",0.9858156028368794,0.9391891891891891,0.43103448275862066,"[0.8028169  0.83098592 0.84285714 0.8        0.81428571 0.87142857
 0.87142857 0.81428571 0.75362319 0.86956522]"
"(0, 1, 2, 3, 4, 6, 11, 12, 14)",0.9921875,0.8581081081081081,0.46551724137931033,"[0.81690141 0.8028169  0.84285714 0.78571429 0.81428571 0.85714286
 0.87142857 0.84285714 0.73913043 0.82608696]"
"(0, 1, 2, 3, 4, 6, 11, 13, 14)",0.9712230215827338,0.9121621621621622,0.46551724137931033,"[0.8028169  0.8028169  0.85714286 0.81428571 0.81428571 0.84285714
 0.81428571 0.84285714 0.73913043 0.86956522]"
"(0, 1, 2, 3, 4, 6, 12, 13, 14)",0.9852941176470589,0.9054054054054054,0.43103448275862066,"[0.8028169  0.81690141 0.87142857 0.81428571 0.84285714 0.84285714
 0.84285714 0.82857143 0.7826087  0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 8, 9, 10)",0.9769230769230769,0.8581081081081081,0.4482758620689655,"[0.8028169  0.8028169  0.84285714 0.81428571 0.82857143 0.85714286
 0.87142857 0.85714286 0.79710145 0.79710145]"
"(0, 1, 2, 3, 4, 7, 8, 9, 11)",0.9851851851851852,0.8986486486486487,0.39655172413793105,"[0.78873239 0.83098592 0.81428571 0.82857143 0.82857143 0.85714286
 0.87142857 0.88571429 0.82608696 0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 8, 9, 12)",1.0,0.8716216216216216,0.4482758620689655,"[0.8028169  0.84507042 0.82857143 0.85714286 0.85714286 0.85714286
 0.85714286 0.84285714 0.84057971 0.79710145]"
"(0, 1, 2, 3, 4, 7, 8, 9, 13)",0.9851851851851852,0.8986486486486487,0.4482758620689655,"[0.77464789 0.78873239 0.82857143 0.85714286 0.82857143 0.84285714
 0.84285714 0.81428571 0.8115942  0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 8, 9, 14)",0.9925925925925926,0.9054054054054054,0.46551724137931033,"[0.81690141 0.84507042 0.84285714 0.82857143 0.85714286 0.87142857
 0.85714286 0.81428571 0.8115942  0.79710145]"
"(0, 1, 2, 3, 4, 7, 8, 10, 11)",1.0,0.8716216216216216,0.41379310344827586,"[0.77464789 0.81690141 0.84285714 0.85714286 0.84285714 0.87142857
 0.84285714 0.82857143 0.8115942  0.76811594]"
"(0, 1, 2, 3, 4, 7, 8, 10, 12)",0.9851851851851852,0.8986486486486487,0.5,"[0.8028169  0.81690141 0.84285714 0.84285714 0.82857143 0.87142857
 0.85714286 0.82857143 0.7826087  0.79710145]"
"(0, 1, 2, 3, 4, 7, 8, 10, 13)",0.9854014598540146,0.9121621621621622,0.39655172413793105,"[0.81690141 0.84507042 0.84285714 0.82857143 0.82857143 0.88571429
 0.84285714 0.78571429 0.8115942  0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 8, 10, 14)",1.0,0.8986486486486487,0.4482758620689655,"[0.81690141 0.83098592 0.87142857 0.84285714 0.82857143 0.85714286
 0.85714286 0.8        0.84057971 0.75362319]"
"(0, 1, 2, 3, 4, 7, 8, 11, 12)",1.0,0.9256756756756757,0.39655172413793105,"[0.83098592 0.8028169  0.82857143 0.82857143 0.81428571 0.85714286
 0.87142857 0.84285714 0.85507246 0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 8, 11, 13)",0.9856115107913669,0.9256756756756757,0.4827586206896552,"[0.8028169  0.81690141 0.8        0.84285714 0.82857143 0.87142857
 0.8        0.81428571 0.8115942  0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 8, 11, 14)",1.0,0.8648648648648649,0.4827586206896552,"[0.8028169  0.81690141 0.84285714 0.78571429 0.81428571 0.82857143
 0.82857143 0.82857143 0.7826087  0.7826087 ]"
"(0, 1, 2, 3, 4, 7, 8, 12, 13)",0.9787234042553191,0.9324324324324325,0.41379310344827586,"[0.81690141 0.8028169  0.88571429 0.82857143 0.81428571 0.82857143
 0.85714286 0.82857143 0.8115942  0.84057971]"
"(0, 1, 2, 3, 4, 7, 8, 12, 14)",0.9925373134328358,0.8986486486486487,0.39655172413793105,"[0.83098592 0.8028169  0.87142857 0.85714286 0.85714286 0.85714286
 0.91428571 0.84285714 0.85507246 0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 8, 13, 14)",0.9855072463768116,0.918918918918919,0.5172413793103449,"[0.81690141 0.81690141 0.85714286 0.8        0.78571429 0.87142857
 0.8        0.82857143 0.84057971 0.75362319]"
"(0, 1, 2, 3, 4, 7, 9, 10, 11)",0.9851851851851852,0.8986486486486487,0.46551724137931033,"[0.78873239 0.8028169  0.85714286 0.84285714 0.8        0.88571429
 0.85714286 0.85714286 0.73913043 0.82608696]"
"(0, 1, 2, 3, 4, 7, 9, 10, 12)",1.0,0.9054054054054054,0.43103448275862066,"[0.83098592 0.81690141 0.85714286 0.84285714 0.82857143 0.85714286
 0.84285714 0.82857143 0.8115942  0.79710145]"
"(0, 1, 2, 3, 4, 7, 9, 10, 13)",0.9856115107913669,0.9256756756756757,0.39655172413793105,"[0.81690141 0.83098592 0.84285714 0.81428571 0.77142857 0.84285714
 0.81428571 0.82857143 0.76811594 0.84057971]"
"(0, 1, 2, 3, 4, 7, 9, 10, 14)",0.9854014598540146,0.9121621621621622,0.46551724137931033,"[0.81690141 0.8028169  0.8        0.84285714 0.82857143 0.81428571
 0.82857143 0.85714286 0.82608696 0.7826087 ]"
"(0, 1, 2, 3, 4, 7, 9, 11, 12)",1.0,0.9054054054054054,0.4482758620689655,"[0.83098592 0.8028169  0.81428571 0.85714286 0.81428571 0.82857143
 0.84285714 0.82857143 0.76811594 0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 9, 11, 13)",0.9722222222222222,0.9459459459459459,0.4482758620689655,"[0.78873239 0.78873239 0.81428571 0.84285714 0.78571429 0.87142857
 0.75714286 0.84285714 0.79710145 0.82608696]"
"(0, 1, 2, 3, 4, 7, 9, 11, 14)",1.0,0.9054054054054054,0.46551724137931033,"[0.78873239 0.8028169  0.85714286 0.85714286 0.84285714 0.81428571
 0.85714286 0.84285714 0.76811594 0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 9, 12, 13)",0.9855072463768116,0.918918918918919,0.41379310344827586,"[0.81690141 0.8028169  0.85714286 0.82857143 0.82857143 0.82857143
 0.85714286 0.81428571 0.7826087  0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 9, 12, 14)",0.9861111111111112,0.9594594594594594,0.46551724137931033,"[0.83098592 0.8028169  0.84285714 0.84285714 0.84285714 0.85714286
 0.9        0.84285714 0.75362319 0.88405797]"
"(0, 1, 2, 3, 4, 7, 9, 13, 14)",0.9781021897810219,0.9054054054054054,0.41379310344827586,"[0.84507042 0.84507042 0.81428571 0.82857143 0.81428571 0.8
 0.82857143 0.87142857 0.79710145 0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 10, 11, 12)",0.9927007299270073,0.918918918918919,0.39655172413793105,"[0.8028169  0.81690141 0.87142857 0.82857143 0.75714286 0.82857143
 0.87142857 0.81428571 0.82608696 0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 10, 11, 13)",0.9928571428571429,0.9391891891891891,0.43103448275862066,"[0.8028169  0.77464789 0.84285714 0.82857143 0.81428571 0.88571429
 0.84285714 0.82857143 0.79710145 0.82608696]"
"(0, 1, 2, 3, 4, 7, 10, 11, 14)",0.9855072463768116,0.918918918918919,0.4482758620689655,"[0.78873239 0.81690141 0.82857143 0.82857143 0.84285714 0.81428571
 0.81428571 0.85714286 0.76811594 0.7826087 ]"
"(0, 1, 2, 3, 4, 7, 10, 12, 13)",0.9782608695652174,0.9121621621621622,0.5172413793103449,"[0.8028169  0.8028169  0.85714286 0.8        0.78571429 0.84285714
 0.81428571 0.85714286 0.79710145 0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 10, 12, 14)",1.0,0.9121621621621622,0.43103448275862066,"[0.81690141 0.8028169  0.82857143 0.78571429 0.8        0.84285714
 0.82857143 0.87142857 0.84057971 0.82608696]"
"(0, 1, 2, 3, 4, 7, 10, 13, 14)",0.9854014598540146,0.9121621621621622,0.4827586206896552,"[0.84507042 0.78873239 0.84285714 0.84285714 0.81428571 0.81428571
 0.85714286 0.82857143 0.7826087  0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 11, 12, 13)",0.9785714285714285,0.9256756756756757,0.4482758620689655,"[0.77464789 0.81690141 0.8        0.8        0.84285714 0.82857143
 0.84285714 0.81428571 0.79710145 0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 11, 12, 14)",1.0,0.8986486486486487,0.3448275862068966,"[0.8028169  0.81690141 0.84285714 0.84285714 0.84285714 0.88571429
 0.82857143 0.85714286 0.79710145 0.8115942 ]"
"(0, 1, 2, 3, 4, 7, 11, 13, 14)",0.9854014598540146,0.9121621621621622,0.3793103448275862,"[0.78873239 0.83098592 0.84285714 0.81428571 0.8        0.85714286
 0.81428571 0.84285714 0.79710145 0.79710145]"
"(0, 1, 2, 3, 4, 7, 12, 13, 14)",0.9847328244274809,0.8716216216216216,0.4482758620689655,"[0.81690141 0.8028169  0.82857143 0.78571429 0.82857143 0.85714286
 0.81428571 0.81428571 0.82608696 0.8115942 ]"
"(0, 1, 2, 3, 4, 8, 9, 10, 11)",0.9852941176470589,0.9054054054054054,0.46551724137931033,"[0.78873239 0.8028169  0.82857143 0.85714286 0.82857143 0.82857143
 0.88571429 0.84285714 0.8115942  0.76811594]"
"(0, 1, 2, 3, 4, 8, 9, 10, 12)",0.9927536231884058,0.9256756756756757,0.46551724137931033,"[0.8028169  0.77464789 0.85714286 0.81428571 0.78571429 0.87142857
 0.88571429 0.84285714 0.8115942  0.82608696]"
"(0, 1, 2, 3, 4, 8, 9, 10, 13)",0.9928057553956835,0.9324324324324325,0.4827586206896552,"[0.78873239 0.83098592 0.84285714 0.81428571 0.82857143 0.85714286
 0.82857143 0.87142857 0.79710145 0.7826087 ]"
"(0, 1, 2, 3, 4, 8, 9, 10, 14)",1.0,0.8716216216216216,0.43103448275862066,"[0.81690141 0.84507042 0.87142857 0.84285714 0.84285714 0.85714286
 0.85714286 0.82857143 0.79710145 0.79710145]"
"(0, 1, 2, 3, 4, 8, 9, 11, 12)",0.9926470588235294,0.9121621621621622,0.41379310344827586,"[0.78873239 0.81690141 0.81428571 0.82857143 0.77142857 0.84285714
 0.85714286 0.82857143 0.8115942  0.76811594]"
"(0, 1, 2, 3, 4, 8, 9, 11, 13)",0.9787234042553191,0.9324324324324325,0.4482758620689655,"[0.77464789 0.81690141 0.8        0.84285714 0.82857143 0.84285714
 0.84285714 0.81428571 0.82608696 0.8115942 ]"
"(0, 1, 2, 3, 4, 8, 9, 11, 14)",0.9924242424242424,0.8851351351351351,0.43103448275862066,"[0.77464789 0.83098592 0.84285714 0.8        0.82857143 0.88571429
 0.88571429 0.82857143 0.8115942  0.76811594]"
"(0, 1, 2, 3, 4, 8, 9, 12, 13)",0.9928571428571429,0.9391891891891891,0.39655172413793105,"[0.83098592 0.78873239 0.82857143 0.82857143 0.84285714 0.88571429
 0.81428571 0.85714286 0.8115942  0.79710145]"
"(0, 1, 2, 3, 4, 8, 9, 12, 14)",0.9924242424242424,0.8851351351351351,0.43103448275862066,"[0.81690141 0.81690141 0.87142857 0.85714286 0.82857143 0.85714286
 0.87142857 0.84285714 0.7826087  0.82608696]"
"(0, 1, 2, 3, 4, 8, 9, 13, 14)",0.9776119402985075,0.8851351351351351,0.43103448275862066,"[0.78873239 0.81690141 0.84285714 0.77142857 0.85714286 0.84285714
 0.84285714 0.84285714 0.79710145 0.82608696]"
"(0, 1, 2, 3, 4, 8, 10, 11, 12)",1.0,0.9324324324324325,0.39655172413793105,"[0.83098592 0.81690141 0.84285714 0.81428571 0.78571429 0.84285714
 0.82857143 0.84285714 0.7826087  0.79710145]"
"(0, 1, 2, 3, 4, 8, 10, 11, 13)",0.9858156028368794,0.9391891891891891,0.5172413793103449,"[0.78873239 0.81690141 0.82857143 0.8        0.87142857 0.85714286
 0.88571429 0.8        0.8115942  0.7826087 ]"
"(0, 1, 2, 3, 4, 8, 10, 11, 14)",0.9922480620155039,0.8648648648648649,0.43103448275862066,"[0.8028169  0.8028169  0.81428571 0.81428571 0.81428571 0.88571429
 0.85714286 0.81428571 0.7826087  0.8115942 ]"
"(0, 1, 2, 3, 4, 8, 10, 12, 13)",0.9859154929577465,0.9459459459459459,0.4482758620689655,"[0.78873239 0.8028169  0.85714286 0.81428571 0.8        0.84285714
 0.84285714 0.84285714 0.8115942  0.79710145]"
"(0, 1, 2, 3, 4, 8, 10, 12, 14)",1.0,0.9391891891891891,0.43103448275862066,"[0.83098592 0.8028169  0.84285714 0.82857143 0.84285714 0.85714286
 0.85714286 0.81428571 0.8115942  0.88405797]"
"(0, 1, 2, 3, 4, 8, 10, 13, 14)",0.9777777777777777,0.8918918918918919,0.46551724137931033,"[0.81690141 0.81690141 0.84285714 0.87142857 0.81428571 0.78571429
 0.82857143 0.82857143 0.82608696 0.8115942 ]"
"(0, 1, 2, 3, 4, 8, 11, 12, 13)",0.9858156028368794,0.9391891891891891,0.4482758620689655,"[0.76056338 0.81690141 0.85714286 0.84285714 0.78571429 0.81428571
 0.87142857 0.78571429 0.76811594 0.8115942 ]"
"(0, 1, 2, 3, 4, 8, 11, 12, 14)",1.0,0.9324324324324325,0.3793103448275862,"[0.81690141 0.81690141 0.82857143 0.84285714 0.81428571 0.87142857
 0.85714286 0.82857143 0.7826087  0.82608696]"
"(0, 1, 2, 3, 4, 8, 11, 13, 14)",0.9854014598540146,0.9121621621621622,0.4482758620689655,"[0.78873239 0.77464789 0.84285714 0.82857143 0.81428571 0.9
 0.82857143 0.84285714 0.82608696 0.7826087 ]"
"(0, 1, 2, 3, 4, 8, 12, 13, 14)",0.9926470588235294,0.9121621621621622,0.39655172413793105,"[0.77464789 0.8028169  0.85714286 0.8        0.85714286 0.88571429
 0.84285714 0.84285714 0.8115942  0.82608696]"
"(0, 1, 2, 3, 4, 9, 10, 11, 12)",1.0,0.9391891891891891,0.39655172413793105,"[0.8028169  0.8028169  0.81428571 0.82857143 0.78571429 0.85714286
 0.84285714 0.82857143 0.76811594 0.8115942 ]"
"(0, 1, 2, 3, 4, 9, 10, 11, 13)",0.9852941176470589,0.9054054054054054,0.5,"[0.81690141 0.83098592 0.81428571 0.81428571 0.77142857 0.88571429
 0.84285714 0.82857143 0.76811594 0.8115942 ]"
"(0, 1, 2, 3, 4, 9, 10, 11, 14)",1.0,0.9121621621621622,0.39655172413793105,"[0.81690141 0.8028169  0.85714286 0.78571429 0.84285714 0.81428571
 0.87142857 0.82857143 0.8115942  0.84057971]"
"(0, 1, 2, 3, 4, 9, 10, 12, 13)",0.9790209790209791,0.9459459459459459,0.5,"[0.78873239 0.83098592 0.85714286 0.8        0.81428571 0.88571429
 0.81428571 0.82857143 0.7826087  0.82608696]"
"(0, 1, 2, 3, 4, 9, 10, 12, 14)",1.0,0.9121621621621622,0.4482758620689655,"[0.83098592 0.8028169  0.88571429 0.84285714 0.81428571 0.84285714
 0.82857143 0.84285714 0.7826087  0.85507246]"
"(0, 1, 2, 3, 4, 9, 10, 13, 14)",0.9928057553956835,0.9324324324324325,0.46551724137931033,"[0.8028169  0.8028169  0.81428571 0.8        0.81428571 0.85714286
 0.82857143 0.85714286 0.79710145 0.8115942 ]"
"(0, 1, 2, 3, 4, 9, 11, 12, 13)",0.986013986013986,0.9527027027027027,0.41379310344827586,"[0.77464789 0.81690141 0.85714286 0.84285714 0.81428571 0.9
 0.82857143 0.85714286 0.82608696 0.8115942 ]"
"(0, 1, 2, 3, 4, 9, 11, 12, 14)",0.9924242424242424,0.8851351351351351,0.41379310344827586,"[0.78873239 0.81690141 0.85714286 0.82857143 0.85714286 0.84285714
 0.84285714 0.85714286 0.75362319 0.79710145]"
"(0, 1, 2, 3, 4, 9, 11, 13, 14)",0.9854014598540146,0.9121621621621622,0.41379310344827586,"[0.81690141 0.8028169  0.87142857 0.84285714 0.84285714 0.85714286
 0.8        0.85714286 0.76811594 0.79710145]"
"(0, 1, 2, 3, 4, 9, 12, 13, 14)",0.9787234042553191,0.9324324324324325,0.3793103448275862,"[0.77464789 0.8028169  0.84285714 0.82857143 0.81428571 0.81428571
 0.82857143 0.8        0.75362319 0.8115942 ]"
"(0, 1, 2, 3, 4, 10, 11, 12, 13)",0.9925925925925926,0.9054054054054054,0.43103448275862066,"[0.8028169  0.8028169  0.84285714 0.84285714 0.81428571 0.87142857
 0.84285714 0.85714286 0.82608696 0.79710145]"
"(0, 1, 2, 3, 4, 10, 11, 12, 14)",1.0,0.8918918918918919,0.43103448275862066,"[0.83098592 0.83098592 0.81428571 0.84285714 0.85714286 0.81428571
 0.82857143 0.84285714 0.8115942  0.82608696]"
"(0, 1, 2, 3, 4, 10, 11, 13, 14)",0.9647887323943662,0.9256756756756757,0.4482758620689655,"[0.78873239 0.83098592 0.84285714 0.84285714 0.77142857 0.84285714
 0.85714286 0.81428571 0.82608696 0.84057971]"
"(0, 1, 2, 3, 4, 10, 12, 13, 14)",0.9854014598540146,0.9121621621621622,0.4827586206896552,"[0.8028169  0.8028169  0.8        0.84285714 0.84285714 0.87142857
 0.82857143 0.81428571 0.7826087  0.82608696]"
"(0, 1, 2, 3, 4, 11, 12, 13, 14)",0.9852941176470589,0.9054054054054054,0.3793103448275862,"[0.81690141 0.8028169  0.87142857 0.81428571 0.8        0.81428571
 0.84285714 0.78571429 0.8115942  0.7826087 ]"
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",1.0,0.918918918918919,0.3620689655172414,"[0.81690141 0.78873239 0.85714286 0.81428571 0.8        0.85714286
 0.84285714 0.84285714 0.82608696 0.8115942 ]"
"(0, 1, 2, 3, 5, 6, 7, 8, 10)",1.0,0.8716216216216216,0.43103448275862066,"[0.8028169  0.83098592 0.78571429 0.84285714 0.82857143 0.87142857
 0.84285714 0.84285714 0.76811594 0.8115942 ]"
"(0, 1, 2, 3, 5, 6, 7, 8, 11)",0.9848484848484849,0.8783783783783784,0.46551724137931033,"[0.8028169  0.8028169  0.84285714 0.81428571 0.84285714 0.88571429
 0.87142857 0.85714286 0.82608696 0.73913043]"
"(0, 1, 2, 3, 5, 6, 7, 8, 12)",1.0,0.9256756756756757,0.46551724137931033,"[0.81690141 0.78873239 0.84285714 0.81428571 0.82857143 0.88571429
 0.82857143 0.84285714 0.8115942  0.79710145]"
"(0, 1, 2, 3, 5, 6, 7, 8, 13)",0.9928571428571429,0.9391891891891891,0.3275862068965517,"[0.8028169  0.76056338 0.82857143 0.78571429 0.84285714 0.82857143
 0.9        0.84285714 0.84057971 0.76811594]"
"(0, 1, 2, 3, 5, 6, 7, 8, 14)",0.9850746268656716,0.8918918918918919,0.3793103448275862,"[0.78873239 0.78873239 0.8        0.82857143 0.82857143 0.81428571
 0.84285714 0.84285714 0.8115942  0.7826087 ]"
"(0, 1, 2, 3, 5, 6, 7, 9, 10)",0.9854014598540146,0.9121621621621622,0.5172413793103449,"[0.83098592 0.8028169  0.85714286 0.82857143 0.84285714 0.85714286
 0.88571429 0.87142857 0.7826087  0.82608696]"
"(0, 1, 2, 3, 5, 6, 7, 9, 11)",1.0,0.9121621621621622,0.41379310344827586,"[0.78873239 0.84507042 0.85714286 0.81428571 0.87142857 0.87142857
 0.81428571 0.85714286 0.79710145 0.7826087 ]"
"(0, 1, 2, 3, 5, 6, 7, 9, 12)",1.0,0.918918918918919,0.3793103448275862,"[0.77464789 0.84507042 0.82857143 0.81428571 0.84285714 0.81428571
 0.85714286 0.85714286 0.79710145 0.82608696]"
"(0, 1, 2, 3, 5, 6, 7, 9, 13)",0.9708029197080292,0.8986486486486487,0.43103448275862066,"[0.8028169  0.83098592 0.84285714 0.81428571 0.77142857 0.8
 0.8        0.82857143 0.8115942  0.79710145]"
"(0, 1, 2, 3, 5, 6, 7, 9, 14)",0.9921875,0.8581081081081081,0.43103448275862066,"[0.81690141 0.83098592 0.84285714 0.82857143 0.84285714 0.8
 0.85714286 0.85714286 0.8115942  0.7826087 ]"
"(0, 1, 2, 3, 5, 6, 7, 10, 11)",0.9925925925925926,0.9054054054054054,0.4482758620689655,"[0.8028169  0.78873239 0.84285714 0.85714286 0.81428571 0.82857143
 0.88571429 0.85714286 0.82608696 0.7826087 ]"
"(0, 1, 2, 3, 5, 6, 7, 10, 12)",0.9923664122137404,0.8783783783783784,0.46551724137931033,"[0.84507042 0.81690141 0.85714286 0.84285714 0.84285714 0.85714286
 0.87142857 0.8        0.85507246 0.79710145]"
"(0, 1, 2, 3, 5, 6, 7, 10, 13)",0.9779411764705882,0.8986486486486487,0.43103448275862066,"[0.83098592 0.83098592 0.87142857 0.84285714 0.8        0.84285714
 0.82857143 0.82857143 0.76811594 0.7826087 ]"
"(0, 1, 2, 3, 5, 6, 7, 10, 14)",0.9927536231884058,0.9256756756756757,0.39655172413793105,"[0.81690141 0.78873239 0.84285714 0.81428571 0.78571429 0.84285714
 0.85714286 0.85714286 0.82608696 0.8115942 ]"
"(0, 1, 2, 3, 5, 6, 7, 11, 12)",0.9847328244274809,0.8716216216216216,0.4482758620689655,"[0.78873239 0.85915493 0.8        0.81428571 0.85714286 0.84285714
 0.85714286 0.82857143 0.79710145 0.82608696]"
"(0, 1, 2, 3, 5, 6, 7, 11, 13)",0.9788732394366197,0.9391891891891891,0.4827586206896552,"[0.8028169  0.84507042 0.82857143 0.84285714 0.82857143 0.88571429
 0.84285714 0.82857143 0.8115942  0.76811594]"
